machine_id,reading_ts,temperature_c,vibration_mm_s,pressure_bar,runtime_hours,power_kw,operating_mode,error_code
MCH_A01,2026-04-21 18:00:00,90.92,2.573,12.4,1992,150.14,RUNNING,
MCH_A01,2026-04-21 19:00:00,87.8,2.877,11.78,1993,143.22,IDLE,E543
MCH_A01,2026-04-21 20:00:00,86.93,3.136,11.96,1994,153.73,RUNNING,
MCH_A01,2026-04-21 21:00:00,89.27,3.047,11.91,1995,154.63,IDLE,
MCH_A01,2026-04-21 22:00:00,88.18,2.815,11.64,1996,148.87,RUNNING,
MCH_A01,2026-04-21 23:00:00,88.21,3.238,11.83,1997,148.01,RUNNING,
MCH_A01,2026-04-22 00:00:00,85.09,2.378,12.27,1998,152.68,RUNNING,E546
MCH_A01,2026-04-22 01:00:00,90.91,2.989,11.68,1999,147.87,RUNNING,
MCH_A01,2026-04-22 02:00:00,90.41,2.823,11.65,2000,148.6,STARTUP,
MCH_A01,2026-04-22 03:00:00,91.88,2.749,11.85,2001,150.31,RUNNING,
MCH_A01,2026-04-22 04:00:00,88.23,2.089,12.14,2002,143.63,RUNNING,
MCH_A01,2026-04-22 05:00:00,85.46,3.564,12.01,2003,150.27,RUNNING,
MCH_A01,2026-04-22 06:00:00,86.29,2.407,12.07,2004,151.99,RUNNING,
MCH_A01,2026-04-22 07:00:00,86.99,2.104,11.67,2005,154.81,IDLE,
MCH_A01,2026-04-22 08:00:00,85.19,3.35,12.4,2006,142.85,RUNNING,
MCH_A01,2026-04-22 09:00:00,89.4,2.903,12.1,2007,149.2,RUNNING,E529
MCH_A01,2026-04-22 10:00:00,90.23,2.719,11.65,2008,154.23,IDLE,E563
MCH_A01,2026-04-22 11:00:00,89.16,3.062,11.42,2009,159.21,STARTUP,E555
MCH_A01,2026-04-22 12:00:00,88.76,2.3,12.32,2010,152.87,IDLE,
MCH_A01,2026-04-22 13:00:00,84.85,2.891,12.27,2011,144.88,RUNNING,
MCH_A01,2026-04-22 14:00:00,90.97,3.456,11.96,2012,155.02,RUNNING,
MCH_A01,2026-04-22 15:00:00,85.93,3.102,12.17,2013,147.69,RUNNING,
MCH_A01,2026-04-22 16:00:00,91.12,7.208,11.84,2014,150.78,IDLE,
MCH_A01,2026-04-22 17:00:00,95.09,3.407,12.06,2015,150.28,RUNNING,E529
MCH_A01,2026-04-22 18:00:00,86.84,3.028,12.25,2016,148.38,RUNNING,
MCH_A01,2026-04-22 19:00:00,88.33,2.805,12.26,2017,139.45,RUNNING,
MCH_A01,2026-04-22 20:00:00,90.84,2.798,12.15,2018,148.92,STARTUP,
MCH_A01,2026-04-22 21:00:00,89.27,2.246,11.9,2019,148.65,STARTUP,
MCH_A01,2026-04-22 22:00:00,86.05,3.37,11.75,2020,157.36,RUNNING,
MCH_A01,2026-04-22 23:00:00,90.78,2.481,11.64,2021,152.89,RUNNING,
MCH_A01,2026-04-23 00:00:00,83.13,3.204,11.82,2022,147.82,RUNNING,E567
MCH_A01,2026-04-23 01:00:00,84.63,3.168,11.96,2023,150.75,RUNNING,
MCH_A01,2026-04-23 02:00:00,85.38,3.75,11.94,2024,146.55,RUNNING,
MCH_A01,2026-04-23 03:00:00,85.57,3.345,12.02,2025,155.11,RUNNING,E547
MCH_A01,2026-04-23 04:00:00,87.88,2.751,11.76,2026,147.5,IDLE,
MCH_A01,2026-04-23 05:00:00,86.88,3.43,11.94,2027,153.05,RUNNING,
MCH_A01,2026-04-23 06:00:00,88.18,2.842,11.99,2028,146.39,STARTUP,
MCH_A01,2026-04-23 07:00:00,90.54,3.248,12.02,2029,152.8,RUNNING,
MCH_A01,2026-04-23 08:00:00,91.35,3.212,12.32,2030,147.79,RUNNING,E546
MCH_A01,2026-04-23 09:00:00,87.27,3.201,12.54,2031,153.4,RUNNING,E572
MCH_A01,2026-04-23 10:00:00,88.42,3.019,12.18,2032,154.67,RUNNING,
MCH_A01,2026-04-23 11:00:00,85.66,3.393,11.69,2033,144.73,RUNNING,
MCH_A01,2026-04-23 12:00:00,91.76,3.109,11.76,2034,145.75,RUNNING,
MCH_A01,2026-04-23 13:00:00,88.31,2.94,12.04,2035,151.58,RUNNING,
MCH_A01,2026-04-23 14:00:00,91.72,3.212,11.9,2036,158.73,RUNNING,
MCH_A01,2026-04-23 15:00:00,86.23,2.736,12.23,2037,148.08,IDLE,
MCH_A01,2026-04-23 16:00:00,90.06,3.269,12.09,2038,144.17,STARTUP,
MCH_A01,2026-04-23 17:00:00,88.44,3.55,11.96,2039,155.55,RUNNING,E565
MCH_A01,2026-04-23 18:00:00,88.95,3.119,12.05,2040,156.68,STARTUP,E596
MCH_A01,2026-04-23 19:00:00,85.03,2.87,12.13,2041,154.85,RUNNING,
MCH_A01,2026-04-23 20:00:00,87.29,2.841,12.19,2042,152.26,RUNNING,
MCH_A01,2026-04-23 21:00:00,86.67,7.963,11.87,2043,146.12,IDLE,
MCH_A01,2026-04-23 22:00:00,90.9,3.699,11.66,2044,159.08,RUNNING,
MCH_A01,2026-04-23 23:00:00,89.79,3.235,11.66,2045,150.19,IDLE,
MCH_A01,2026-04-24 00:00:00,87.78,3.124,12.01,2046,144.48,RUNNING,E562
MCH_A01,2026-04-24 01:00:00,85.93,4.11,11.97,2047,147.82,RUNNING,
MCH_A01,2026-04-24 02:00:00,90.26,3.124,12.45,2048,153.34,IDLE,
MCH_A01,2026-04-24 03:00:00,89.67,3.237,11.87,2049,157.01,RUNNING,
MCH_A01,2026-04-24 04:00:00,92.19,3.894,12.01,2050,153.1,RUNNING,
MCH_A01,2026-04-24 05:00:00,86.68,2.921,12.35,2051,142.5,RUNNING,
MCH_A01,2026-04-24 06:00:00,94.96,3.519,11.81,2052,147.88,RUNNING,
MCH_A01,2026-04-24 07:00:00,93.24,3.737,11.97,2053,155.17,STARTUP,
MCH_A01,2026-04-24 08:00:00,91.02,8.035,12.31,2054,152.5,RUNNING,
MCH_A01,2026-04-24 09:00:00,88.09,3.006,12.19,2055,151.94,IDLE,
MCH_A01,2026-04-24 10:00:00,90.66,2.485,12.09,2056,150.38,RUNNING,
MCH_A01,2026-04-24 11:00:00,93.81,3.631,12.18,2057,146.5,RUNNING,E517
MCH_A01,2026-04-24 12:00:00,89.21,3.469,11.7,2058,148.87,RUNNING,E558
MCH_A01,2026-04-24 13:00:00,90.83,4.2,12.17,2059,153.92,RUNNING,
MCH_A01,2026-04-24 14:00:00,88.09,3.396,11.91,2060,149.49,RUNNING,
MCH_A01,2026-04-24 15:00:00,89.34,2.921,11.7,2061,166.36,RUNNING,
MCH_A01,2026-04-24 16:00:00,89.28,3.935,12.45,2062,151.16,RUNNING,
MCH_A01,2026-04-24 17:00:00,90.62,3.221,11.78,2063,146.73,RUNNING,
MCH_A01,2026-04-24 18:00:00,91.08,3.61,12.0,2064,157.55,RUNNING,
MCH_A01,2026-04-24 19:00:00,89.58,3.765,11.66,2065,146.5,RUNNING,
MCH_A01,2026-04-24 20:00:00,92.4,4.04,12.16,2066,146.99,IDLE,
MCH_A01,2026-04-24 21:00:00,92.41,2.968,12.14,2067,143.01,RUNNING,
MCH_A01,2026-04-24 22:00:00,90.96,3.099,11.84,2068,143.97,RUNNING,
MCH_A01,2026-04-24 23:00:00,91.08,3.328,11.74,2069,148.87,RUNNING,
MCH_A01,2026-04-25 00:00:00,92.7,3.584,12.49,2070,151.46,IDLE,
MCH_A01,2026-04-25 01:00:00,88.84,3.072,11.89,2071,143.79,RUNNING,
MCH_A01,2026-04-25 02:00:00,89.74,3.423,12.1,2072,148.42,RUNNING,
MCH_A01,2026-04-25 03:00:00,87.29,3.29,11.93,2073,140.73,RUNNING,
MCH_A01,2026-04-25 04:00:00,90.35,4.032,12.05,2074,154.78,RUNNING,E597
MCH_A01,2026-04-25 05:00:00,94.77,3.104,12.18,2075,151.34,RUNNING,
MCH_A01,2026-04-25 06:00:00,92.31,4.0,12.08,2076,149.74,RUNNING,
MCH_A01,2026-04-25 07:00:00,95.99,3.737,12.04,2077,153.03,RUNNING,
MCH_A01,2026-04-25 08:00:00,97.33,3.474,12.08,2078,151.87,RUNNING,
MCH_A01,2026-04-25 09:00:00,93.36,3.745,12.08,2079,144.17,RUNNING,E563
MCH_A01,2026-04-25 10:00:00,91.41,3.02,12.05,2080,144.68,RUNNING,
MCH_A01,2026-04-25 11:00:00,90.61,5.812,11.89,2081,146.79,RUNNING,
MCH_A01,2026-04-25 12:00:00,92.0,3.622,11.95,2082,155.38,RUNNING,
MCH_A01,2026-04-25 13:00:00,93.65,3.405,11.77,2083,146.92,IDLE,E599
MCH_A01,2026-04-25 14:00:00,90.26,3.043,11.59,2084,141.45,RUNNING,
MCH_A01,2026-04-25 15:00:00,89.85,3.115,12.07,2085,153.92,RUNNING,
MCH_A01,2026-04-25 16:00:00,93.58,4.209,12.19,2086,151.69,RUNNING,
MCH_A01,2026-04-25 17:00:00,92.6,3.196,11.92,2087,153.02,RUNNING,
MCH_A01,2026-04-25 18:00:00,93.85,3.234,11.87,2088,147.25,RUNNING,
MCH_A01,2026-04-25 19:00:00,90.97,3.086,12.3,2089,142.7,IDLE,
MCH_A01,2026-04-25 20:00:00,89.56,6.844,11.96,2090,157.64,RUNNING,
MCH_A01,2026-04-25 21:00:00,94.51,7.26,12.06,2091,152.27,RUNNING,E577
MCH_A01,2026-04-25 22:00:00,84.1,3.245,12.11,2092,145.07,STARTUP,
MCH_A01,2026-04-25 23:00:00,95.65,3.576,11.92,2093,154.24,RUNNING,
MCH_A01,2026-04-26 00:00:00,93.79,3.586,11.88,2094,146.68,STARTUP,
MCH_A01,2026-04-26 01:00:00,93.29,3.159,12.2,2095,153.81,RUNNING,
MCH_A01,2026-04-26 02:00:00,92.42,3.937,12.19,2096,147.85,IDLE,
MCH_A01,2026-04-26 03:00:00,93.02,3.656,11.91,2097,150.85,RUNNING,E550
MCH_A01,2026-04-26 04:00:00,91.73,3.047,11.83,2098,148.06,RUNNING,
MCH_A01,2026-04-26 05:00:00,93.18,3.025,12.09,2099,146.88,RUNNING,
MCH_A01,2026-04-26 06:00:00,94.95,7.961,12.13,2100,147.84,RUNNING,
MCH_A01,2026-04-26 07:00:00,94.34,4.282,11.64,2101,159.13,RUNNING,
MCH_A01,2026-04-26 08:00:00,88.54,3.234,11.92,2102,147.67,RUNNING,
MCH_A01,2026-04-26 09:00:00,90.05,2.897,11.56,2103,139.67,RUNNING,
MCH_A01,2026-04-26 10:00:00,95.65,3.835,11.94,2104,153.41,RUNNING,E569
MCH_A01,2026-04-26 11:00:00,98.06,3.927,12.42,2105,154.17,RUNNING,
MCH_A01,2026-04-26 12:00:00,87.79,3.433,12.21,2106,147.01,STARTUP,
MCH_A01,2026-04-26 13:00:00,93.48,3.794,12.41,2107,155.84,RUNNING,E592
MCH_A01,2026-04-26 14:00:00,92.95,4.114,11.73,2108,152.03,RUNNING,
MCH_A01,2026-04-26 15:00:00,93.64,8.095,12.32,2109,152.05,RUNNING,
MCH_A01,2026-04-26 16:00:00,95.53,3.218,11.57,2110,152.83,STARTUP,
MCH_A01,2026-04-26 17:00:00,91.12,3.38,11.71,2111,154.87,RUNNING,
MCH_A01,2026-04-26 18:00:00,96.51,3.945,11.67,2112,153.51,IDLE,
MCH_A01,2026-04-26 19:00:00,88.83,4.064,12.02,2113,153.92,RUNNING,
MCH_A01,2026-04-26 20:00:00,92.37,7.482,12.41,2114,144.4,IDLE,
MCH_A01,2026-04-26 21:00:00,95.23,4.023,12.24,2115,157.23,STARTUP,
MCH_A01,2026-04-26 22:00:00,89.48,4.064,12.02,2116,154.86,RUNNING,
MCH_A01,2026-04-26 23:00:00,93.88,4.788,12.11,2117,140.48,RUNNING,
MCH_A01,2026-04-27 00:00:00,91.03,3.838,11.78,2118,153.72,RUNNING,
MCH_A01,2026-04-27 01:00:00,93.45,4.34,12.21,2119,145.93,RUNNING,
MCH_A01,2026-04-27 02:00:00,95.03,3.894,11.73,2120,151.69,RUNNING,
MCH_A01,2026-04-27 03:00:00,98.74,3.17,11.79,2121,152.3,RUNNING,
MCH_A01,2026-04-27 04:00:00,100.43,3.953,12.18,2122,144.48,RUNNING,
MCH_A01,2026-04-27 05:00:00,93.1,3.591,11.93,2123,145.28,RUNNING,E537
MCH_A01,2026-04-27 06:00:00,89.09,3.61,11.89,2124,149.62,RUNNING,
MCH_A01,2026-04-27 07:00:00,91.06,3.384,12.42,2125,153.29,RUNNING,E575
MCH_A01,2026-04-27 08:00:00,93.31,3.495,12.22,2126,150.04,STARTUP,
MCH_A01,2026-04-27 09:00:00,94.96,3.804,11.72,2127,149.13,IDLE,
MCH_A01,2026-04-27 10:00:00,88.34,2.987,12.0,2128,150.81,RUNNING,
MCH_A01,2026-04-27 11:00:00,94.61,3.196,11.96,2129,151.18,IDLE,
MCH_A01,2026-04-27 12:00:00,90.63,6.964,11.85,2130,150.38,RUNNING,
MCH_A01,2026-04-27 13:00:00,90.78,3.894,12.07,2131,154.95,IDLE,E592
MCH_A01,2026-04-27 14:00:00,92.63,3.431,12.33,2132,152.69,RUNNING,
MCH_A01,2026-04-27 15:00:00,92.14,2.942,12.22,2133,148.46,RUNNING,
MCH_A01,2026-04-27 16:00:00,95.84,4.245,12.13,2134,136.7,RUNNING,
MCH_A01,2026-04-27 17:00:00,98.38,3.706,11.83,2135,146.21,RUNNING,E555
MCH_A01,2026-04-27 18:00:00,92.4,3.371,12.14,2136,150.4,RUNNING,
MCH_A01,2026-04-27 19:00:00,93.35,4.115,11.96,2137,143.88,RUNNING,
MCH_A01,2026-04-27 20:00:00,91.13,3.277,12.45,2138,152.54,RUNNING,
MCH_A01,2026-04-27 21:00:00,94.8,3.478,11.87,2139,144.78,RUNNING,E533
MCH_A01,2026-04-27 22:00:00,97.1,3.535,12.2,2140,149.74,RUNNING,
MCH_A01,2026-04-27 23:00:00,96.87,4.2,12.0,2141,151.16,RUNNING,
MCH_A01,2026-04-28 00:00:00,95.49,3.619,11.58,2142,148.24,RUNNING,
MCH_A01,2026-04-28 01:00:00,97.16,4.293,12.32,2143,149.14,RUNNING,
MCH_A01,2026-04-28 02:00:00,92.93,4.41,12.32,2144,155.64,RUNNING,
MCH_A01,2026-04-28 03:00:00,95.38,4.073,11.94,2145,144.26,RUNNING,
MCH_A01,2026-04-28 04:00:00,97.65,4.929,12.29,2146,146.92,IDLE,
MCH_A01,2026-04-28 05:00:00,92.29,3.816,11.88,2147,154.68,RUNNING,
MCH_A01,2026-04-28 06:00:00,94.23,4.476,12.48,2148,151.68,IDLE,
MCH_A01,2026-04-28 07:00:00,102.15,3.658,11.77,2149,152.7,IDLE,
MCH_A01,2026-04-28 08:00:00,96.8,3.786,11.93,2150,143.12,RUNNING,
MCH_A01,2026-04-28 09:00:00,90.49,4.128,12.01,2151,146.28,RUNNING,
MCH_A01,2026-04-28 10:00:00,92.05,3.453,12.0,2152,147.22,RUNNING,
MCH_A01,2026-04-28 11:00:00,102.43,3.437,12.11,2153,152.55,RUNNING,
MCH_A01,2026-04-28 12:00:00,97.81,3.901,11.62,2154,157.85,RUNNING,
MCH_A01,2026-04-28 13:00:00,88.98,4.048,12.12,2155,147.64,RUNNING,
MCH_A01,2026-04-28 14:00:00,95.81,4.054,12.48,2156,152.15,STARTUP,
MCH_A01,2026-04-28 15:00:00,97.6,4.501,11.99,2157,153.83,RUNNING,
MCH_A01,2026-04-28 16:00:00,92.98,4.141,12.22,2158,155.0,RUNNING,E523
MCH_A01,2026-04-28 17:00:00,96.54,7.784,11.74,2159,150.37,RUNNING,
MCH_A01,2026-04-28 18:00:00,94.79,4.459,11.71,2160,151.74,STARTUP,
MCH_A01,2026-04-28 19:00:00,91.35,4.523,11.7,2161,159.02,RUNNING,
MCH_A01,2026-04-28 20:00:00,97.16,4.151,11.86,2162,154.42,RUNNING,
MCH_A01,2026-04-28 21:00:00,98.04,3.951,11.74,2163,153.88,RUNNING,
MCH_A01,2026-04-28 22:00:00,91.85,4.138,11.96,2164,150.13,RUNNING,
MCH_A01,2026-04-28 23:00:00,97.15,3.497,11.98,2165,149.03,RUNNING,
MCH_A01,2026-04-29 00:00:00,93.9,3.984,12.26,2166,151.63,IDLE,
MCH_A01,2026-04-29 01:00:00,98.57,4.611,12.57,2167,152.16,RUNNING,
MCH_A01,2026-04-29 02:00:00,94.17,4.275,11.67,2168,149.93,RUNNING,
MCH_A01,2026-04-29 03:00:00,97.27,4.35,11.84,2169,155.91,IDLE,
MCH_A01,2026-04-29 04:00:00,92.31,4.046,11.78,2170,141.91,RUNNING,
MCH_A01,2026-04-29 05:00:00,94.05,4.056,12.2,2171,149.36,RUNNING,
MCH_A01,2026-04-29 06:00:00,92.28,4.23,12.35,2172,147.12,RUNNING,
MCH_A01,2026-04-29 07:00:00,101.65,8.393,12.42,2173,147.71,RUNNING,
MCH_A01,2026-04-29 08:00:00,95.86,4.175,11.83,2174,151.68,IDLE,
MCH_A01,2026-04-29 09:00:00,94.14,7.07,11.91,2175,147.33,RUNNING,
MCH_A01,2026-04-29 10:00:00,100.46,4.6,12.3,2176,150.19,RUNNING,
MCH_A01,2026-04-29 11:00:00,94.37,4.24,12.21,2177,149.11,RUNNING,E583
MCH_A01,2026-04-29 12:00:00,95.98,3.432,12.53,2178,152.36,RUNNING,
MCH_A01,2026-04-29 13:00:00,99.47,4.21,11.44,2179,150.31,RUNNING,E582
MCH_A01,2026-04-29 14:00:00,98.94,4.068,11.67,2180,151.82,IDLE,
MCH_A01,2026-04-29 15:00:00,94.63,4.285,12.11,2181,151.74,RUNNING,
MCH_A01,2026-04-29 16:00:00,95.29,4.526,11.93,2182,147.38,STARTUP,
MCH_A01,2026-04-29 17:00:00,95.38,4.231,11.93,2183,147.49,RUNNING,
MCH_A01,2026-04-29 18:00:00,94.27,4.546,11.98,2184,154.0,STARTUP,E593
MCH_A01,2026-04-29 19:00:00,97.13,4.854,11.86,2185,150.57,IDLE,
MCH_A01,2026-04-29 20:00:00,95.23,3.739,12.21,2186,148.43,RUNNING,
MCH_A01,2026-04-29 21:00:00,96.79,3.732,11.74,2187,152.87,RUNNING,
MCH_A01,2026-04-29 22:00:00,97.24,3.683,11.65,2188,145.52,IDLE,
MCH_A01,2026-04-29 23:00:00,95.96,4.236,11.73,2189,148.42,STARTUP,
MCH_A01,2026-04-30 00:00:00,92.77,4.516,11.94,2190,144.9,IDLE,E526
MCH_A01,2026-04-30 01:00:00,96.05,4.344,11.58,2191,151.91,RUNNING,
MCH_A01,2026-04-30 02:00:00,96.29,4.257,11.95,2192,151.35,RUNNING,E570
MCH_A01,2026-04-30 03:00:00,92.83,4.694,12.07,2193,137.6,RUNNING,
MCH_A01,2026-04-30 04:00:00,99.73,4.136,12.54,2194,155.61,IDLE,
MCH_A01,2026-04-30 05:00:00,100.24,4.32,12.46,2195,158.96,RUNNING,
MCH_A01,2026-04-30 06:00:00,96.69,3.933,11.87,2196,152.24,RUNNING,
MCH_A01,2026-04-30 07:00:00,97.12,4.159,12.09,2197,145.63,RUNNING,E586
MCH_A01,2026-04-30 08:00:00,93.58,4.001,12.38,2198,152.23,RUNNING,
MCH_A01,2026-04-30 09:00:00,97.72,4.151,12.18,2199,149.87,STARTUP,
MCH_A01,2026-04-30 10:00:00,96.41,4.681,12.22,2200,155.18,RUNNING,
MCH_A01,2026-04-30 11:00:00,93.45,4.027,12.16,2201,156.04,IDLE,
MCH_A01,2026-04-30 12:00:00,95.1,3.772,11.9,2202,154.24,RUNNING,
MCH_A01,2026-04-30 13:00:00,97.77,4.683,12.08,2203,148.04,RUNNING,
MCH_A01,2026-04-30 14:00:00,96.19,4.329,12.01,2204,153.03,RUNNING,
MCH_A01,2026-04-30 15:00:00,97.44,9.453,11.96,2205,156.69,STARTUP,
MCH_A01,2026-04-30 16:00:00,100.19,4.476,12.16,2206,153.19,RUNNING,
MCH_A01,2026-04-30 17:00:00,96.44,4.414,11.6,2207,155.96,RUNNING,
MCH_A01,2026-04-30 18:00:00,95.53,4.343,12.26,2208,147.7,RUNNING,
MCH_A01,2026-04-30 19:00:00,95.88,4.89,11.97,2209,155.33,RUNNING,E538
MCH_A01,2026-04-30 20:00:00,92.38,4.955,12.03,2210,143.8,RUNNING,
MCH_A01,2026-04-30 21:00:00,95.64,4.693,11.76,2211,146.14,RUNNING,
MCH_A01,2026-04-30 22:00:00,94.34,4.436,11.73,2212,149.55,RUNNING,
MCH_A01,2026-04-30 23:00:00,95.37,3.919,11.91,2213,151.1,RUNNING,
MCH_A01,2026-05-01 00:00:00,98.48,3.824,12.24,2214,150.82,RUNNING,
MCH_A01,2026-05-01 01:00:00,102.92,7.271,11.57,2215,155.64,RUNNING,
MCH_A01,2026-05-01 02:00:00,95.94,4.436,12.04,2216,149.88,RUNNING,
MCH_A01,2026-05-01 03:00:00,99.75,4.632,12.1,2217,155.14,RUNNING,
MCH_A01,2026-05-01 04:00:00,95.18,4.797,12.17,2218,149.8,RUNNING,
MCH_A01,2026-05-01 05:00:00,100.89,4.734,11.92,2219,149.5,RUNNING,E565
MCH_A01,2026-05-01 06:00:00,94.47,5.485,12.5,2220,148.44,RUNNING,
MCH_A01,2026-05-01 07:00:00,96.37,4.403,12.32,2221,146.87,RUNNING,
MCH_A01,2026-05-01 08:00:00,100.95,4.39,12.31,2222,148.57,RUNNING,
MCH_A01,2026-05-01 09:00:00,93.32,4.231,11.87,2223,144.97,RUNNING,
MCH_A01,2026-05-01 10:00:00,98.13,4.09,12.08,2224,149.76,RUNNING,E587
MCH_A01,2026-05-01 11:00:00,101.65,4.45,12.01,2225,148.91,RUNNING,
MCH_A01,2026-05-01 12:00:00,96.05,4.443,12.13,2226,155.49,RUNNING,
MCH_A01,2026-05-01 13:00:00,98.56,4.416,12.21,2227,155.85,RUNNING,
MCH_A01,2026-05-01 14:00:00,101.47,4.596,11.88,2228,152.75,RUNNING,
MCH_A01,2026-05-01 15:00:00,97.55,4.578,12.26,2229,153.05,STARTUP,
MCH_A01,2026-05-01 16:00:00,98.23,4.983,12.44,2230,154.91,RUNNING,
MCH_A01,2026-05-01 17:00:00,100.68,4.867,11.91,2231,150.07,RUNNING,
MCH_A01,2026-05-01 18:00:00,94.47,5.351,11.95,2232,144.82,STARTUP,
MCH_A01,2026-05-01 19:00:00,101.71,4.509,11.68,2233,144.43,RUNNING,
MCH_A01,2026-05-01 20:00:00,96.85,4.193,11.9,2234,155.81,RUNNING,
MCH_A01,2026-05-01 21:00:00,97.19,5.229,11.58,2235,141.26,RUNNING,
MCH_A01,2026-05-01 22:00:00,94.7,5.341,12.26,2236,164.7,RUNNING,
MCH_A01,2026-05-01 23:00:00,94.78,4.802,11.82,2237,151.41,RUNNING,
MCH_A01,2026-05-02 00:00:00,95.15,4.662,12.02,2238,156.59,RUNNING,E586
MCH_A01,2026-05-02 01:00:00,96.55,10.165,12.32,2239,146.69,IDLE,
MCH_A01,2026-05-02 02:00:00,98.58,4.84,11.94,2240,150.07,RUNNING,E592
MCH_A01,2026-05-02 03:00:00,103.98,4.143,12.24,2241,154.66,RUNNING,
MCH_A01,2026-05-02 04:00:00,98.92,4.12,11.87,2242,150.79,RUNNING,
MCH_A01,2026-05-02 05:00:00,102.51,4.647,12.04,2243,153.7,RUNNING,
MCH_A01,2026-05-02 06:00:00,101.6,4.538,12.24,2244,151.38,RUNNING,
MCH_A01,2026-05-02 07:00:00,103.07,4.823,12.03,2245,149.77,RUNNING,
MCH_A01,2026-05-02 08:00:00,99.18,5.018,11.98,2246,151.22,IDLE,
MCH_A01,2026-05-02 09:00:00,101.43,4.551,11.89,2247,147.52,STARTUP,
MCH_A01,2026-05-02 10:00:00,97.39,5.013,12.0,2248,148.76,RUNNING,
MCH_A01,2026-05-02 11:00:00,104.56,4.566,12.12,2249,155.06,RUNNING,
MCH_A01,2026-05-02 12:00:00,102.93,4.343,11.79,2250,144.98,STARTUP,
